KP_Tipe	KP_RAD	DESC_RAD	INLIER_RAD	DIST(mm)
susan	0.100	0.060	0.100	0.134
susan	0.100	0.080	0.020	0.120
susan	0.100	0.080	0.040	0.120
susan	0.100	0.080	0.060	0.120
susan	0.100	0.080	0.080	0.120
susan	0.100	0.080	0.100	0.120
susan	0.100	0.100	0.020	0.262
susan	0.100	0.100	0.040	0.106
susan	0.100	0.100	0.060	0.106
susan	0.100	0.100	0.080	0.106
susan	0.100	0.100	0.100	0.106
harris3D	0.020	0.020	0.020	42.550
harris3D	0.020	0.020	0.040	42.550
harris3D	0.020	0.020	0.060	42.550
harris3D	0.020	0.020	0.080	42.550
harris3D	0.020	0.020	0.100	42.550
harris3D	0.020	0.040	0.020	42.550
harris3D	0.020	0.040	0.040	42.550
harris3D	0.020	0.040	0.060	42.550
harris3D	0.020	0.040	0.080	42.550
harris3D	0.020	0.040	0.100	42.550
harris3D	0.020	0.060	0.020	0.368
harris3D	0.020	0.060	0.040	0.123
harris3D	0.020	0.060	0.060	0.123
harris3D	0.020	0.060	0.080	0.123
harris3D	0.020	0.060	0.100	0.123
harris3D	0.020	0.080	0.020	0.123
harris3D	0.020	0.080	0.040	0.123
harris3D	0.020	0.080	0.060	0.123
harris3D	0.020	0.080	0.080	0.123
harris3D	0.020	0.080	0.100	0.123
harris3D	0.020	0.100	0.020	0.122
harris3D	0.020	0.100	0.040	0.122
harris3D	0.020	0.100	0.060	0.122
harris3D	0.020	0.100	0.080	0.122
harris3D	0.020	0.100	0.100	0.122
harris3D	0.040	0.020	0.020	42.550
harris3D	0.040	0.020	0.040	42.550
harris3D	0.040	0.020	0.060	42.550
harris3D	0.040	0.020	0.080	42.550
harris3D	0.040	0.020	0.100	42.550
harris3D	0.040	0.040	0.020	42.550
harris3D	0.040	0.040	0.040	42.550
harris3D	0.040	0.040	0.060	42.550
harris3D	0.040	0.040	0.080	42.550
harris3D	0.040	0.040	0.100	42.550
harris3D	0.040	0.060	0.020	0.368
harris3D	0.040	0.060	0.040	0.123
harris3D	0.040	0.060	0.060	0.123
harris3D	0.040	0.060	0.080	0.123
harris3D	0.040	0.060	0.100	0.123
harris3D	0.040	0.080	0.020	0.123
harris3D	0.040	0.080	0.040	0.123
harris3D	0.040	0.080	0.060	0.123
harris3D	0.040	0.080	0.080	0.123
harris3D	0.040	0.080	0.100	0.123
harris3D	0.040	0.100	0.020	0.122
harris3D	0.040	0.100	0.040	0.122
harris3D	0.040	0.100	0.060	0.122
harris3D	0.040	0.100	0.080	0.122
harris3D	0.040	0.100	0.100	0.122
harris3D	0.060	0.020	0.020	42.550
harris3D	0.060	0.020	0.040	42.550
harris3D	0.060	0.020	0.060	42.550
harris3D	0.060	0.020	0.080	42.550
harris3D	0.060	0.020	0.100	42.550
harris3D	0.060	0.040	0.020	42.550
harris3D	0.060	0.040	0.040	42.550
harris3D	0.060	0.040	0.060	42.550
harris3D	0.060	0.040	0.080	42.550
harris3D	0.060	0.040	0.100	42.550
harris3D	0.060	0.060	0.020	0.368
harris3D	0.060	0.060	0.040	0.123
harris3D	0.060	0.060	0.060	0.123
harris3D	0.060	0.060	0.080	0.123
harris3D	0.060	0.060	0.100	0.123
harris3D	0.060	0.080	0.020	0.123
harris3D	0.060	0.080	0.040	0.123
harris3D	0.060	0.080	0.060	0.123
harris3D	0.060	0.080	0.080	0.123
harris3D	0.060	0.080	0.100	0.123
harris3D	0.060	0.100	0.020	0.122
harris3D	0.060	0.100	0.040	0.122
harris3D	0.060	0.100	0.060	0.122
harris3D	0.060	0.100	0.080	0.122
harris3D	0.060	0.100	0.100	0.122
harris3D	0.080	0.020	0.020	42.550
harris3D	0.080	0.020	0.040	42.550
harris3D	0.080	0.020	0.060	42.550
harris3D	0.080	0.020	0.080	42.550
harris3D	0.080	0.020	0.100	42.550
harris3D	0.080	0.040	0.020	42.550
harris3D	0.080	0.040	0.040	42.550
harris3D	0.080	0.040	0.060	42.550
harris3D	0.080	0.040	0.080	42.550
harris3D	0.080	0.040	0.100	42.550
harris3D	0.080	0.060	0.020	0.368
harris3D	0.080	0.060	0.040	0.123
harris3D	0.080	0.060	0.060	0.123
harris3D	0.080	0.060	0.080	0.123
harris3D	0.080	0.060	0.100	0.123
harris3D	0.080	0.080	0.020	0.123
harris3D	0.080	0.080	0.040	0.123
harris3D	0.080	0.080	0.060	0.123
harris3D	0.080	0.080	0.080	0.123
harris3D	0.080	0.080	0.100	0.123
harris3D	0.080	0.100	0.020	0.122
harris3D	0.080	0.100	0.040	0.122
harris3D	0.080	0.100	0.060	0.122
harris3D	0.080	0.100	0.080	0.122
harris3D	0.080	0.100	0.100	0.122
harris3D	0.100	0.020	0.020	42.550
harris3D	0.100	0.020	0.040	42.550
harris3D	0.100	0.020	0.060	42.550
harris3D	0.100	0.020	0.080	42.550
harris3D	0.100	0.020	0.100	42.550
harris3D	0.100	0.040	0.020	42.550
harris3D	0.100	0.040	0.040	42.550
harris3D	0.100	0.040	0.060	42.550
harris3D	0.100	0.040	0.080	42.550
harris3D	0.100	0.040	0.100	42.550
harris3D	0.100	0.060	0.020	0.368
harris3D	0.100	0.060	0.040	0.123
harris3D	0.100	0.060	0.060	0.123
harris3D	0.100	0.060	0.080	0.123
harris3D	0.100	0.060	0.100	0.123
harris3D	0.100	0.080	0.020	0.123
harris3D	0.100	0.080	0.040	0.123
harris3D	0.100	0.080	0.060	0.123
harris3D	0.100	0.080	0.080	0.123
harris3D	0.100	0.080	0.100	0.123
harris3D	0.100	0.100	0.020	0.122
harris3D	0.100	0.100	0.040	0.122
harris3D	0.100	0.100	0.060	0.122
harris3D	0.100	0.100	0.080	0.122
harris3D	0.100	0.100	0.100	0.122
harris6D	0.020	0.020	0.020	0.590
harris6D	0.020	0.020	0.040	0.590
harris6D	0.020	0.020	0.060	0.590
harris6D	0.020	0.020	0.080	0.590
harris6D	0.020	0.020	0.100	3.235
harris6D	0.020	0.040	0.020	42.550
harris6D	0.020	0.040	0.040	42.550
harris6D	0.020	0.040	0.060	42.550
harris6D	0.020	0.040	0.080	42.550
harris6D	0.020	0.040	0.100	42.550
harris6D	0.020	0.060	0.020	0.197
harris6D	0.020	0.060	0.040	0.197
harris6D	0.020	0.060	0.060	0.197
harris6D	0.020	0.060	0.080	0.197
harris6D	0.020	0.060	0.100	0.197
harris6D	0.020	0.080	0.020	0.123
harris6D	0.020	0.080	0.040	0.123
harris6D	0.020	0.080	0.060	0.123
harris6D	0.020	0.080	0.080	0.123
harris6D	0.020	0.080	0.100	0.123
harris6D	0.020	0.100	0.020	0.123
harris6D	0.020	0.100	0.040	0.123
harris6D	0.020	0.100	0.060	0.123
harris6D	0.020	0.100	0.080	0.123
harris6D	0.020	0.100	0.100	0.123
harris6D	0.040	0.020	0.020	0.590
harris6D	0.040	0.020	0.040	0.590
harris6D	0.040	0.020	0.060	0.590
harris6D	0.040	0.020	0.080	0.590
harris6D	0.040	0.020	0.100	3.235
harris6D	0.040	0.040	0.020	42.550
harris6D	0.040	0.040	0.040	42.550
harris6D	0.040	0.040	0.060	42.550
harris6D	0.040	0.040	0.080	42.550
harris6D	0.040	0.040	0.100	42.550
harris6D	0.040	0.060	0.020	0.197
harris6D	0.040	0.060	0.040	0.197
harris6D	0.040	0.060	0.060	0.197
harris6D	0.040	0.060	0.080	0.197
harris6D	0.040	0.060	0.100	0.197
harris6D	0.040	0.080	0.020	0.123
harris6D	0.040	0.080	0.040	0.123
harris6D	0.040	0.080	0.060	0.123
harris6D	0.040	0.080	0.080	0.123
harris6D	0.040	0.080	0.100	0.123
harris6D	0.040	0.100	0.020	0.123
harris6D	0.040	0.100	0.040	0.123
harris6D	0.040	0.100	0.060	0.123
harris6D	0.040	0.100	0.080	0.123
harris6D	0.040	0.100	0.100	0.123
harris6D	0.060	0.020	0.020	0.590
harris6D	0.060	0.020	0.040	0.590
harris6D	0.060	0.020	0.060	0.590
harris6D	0.060	0.020	0.080	0.590
harris6D	0.060	0.020	0.100	3.235
harris6D	0.060	0.040	0.020	42.550
harris6D	0.060	0.040	0.040	42.550
harris6D	0.060	0.040	0.060	42.550
harris6D	0.060	0.040	0.080	42.550
harris6D	0.060	0.040	0.100	42.550
harris6D	0.060	0.060	0.020	0.197
harris6D	0.060	0.060	0.040	0.197
harris6D	0.060	0.060	0.060	0.197
harris6D	0.060	0.060	0.080	0.197
harris6D	0.060	0.060	0.100	0.197
harris6D	0.060	0.080	0.020	0.123
harris6D	0.060	0.080	0.040	0.123
harris6D	0.060	0.080	0.060	0.123
harris6D	0.060	0.080	0.080	0.123
harris6D	0.060	0.080	0.100	0.123
harris6D	0.060	0.100	0.020	0.123
harris6D	0.060	0.100	0.040	0.123
harris6D	0.060	0.100	0.060	0.123
harris6D	0.060	0.100	0.080	0.123
harris6D	0.060	0.100	0.100	0.123
harris6D	0.080	0.020	0.020	0.590
harris6D	0.080	0.020	0.040	0.590
harris6D	0.080	0.020	0.060	0.590
harris6D	0.080	0.020	0.080	0.590
harris6D	0.080	0.020	0.100	3.235
harris6D	0.080	0.040	0.020	42.550
harris6D	0.080	0.040	0.040	42.550
harris6D	0.080	0.040	0.060	42.550
harris6D	0.080	0.040	0.080	42.550
harris6D	0.080	0.040	0.100	42.550
harris6D	0.080	0.060	0.020	0.197
harris6D	0.080	0.060	0.040	0.197
harris6D	0.080	0.060	0.060	0.197
harris6D	0.080	0.060	0.080	0.197
harris6D	0.080	0.060	0.100	0.197
harris6D	0.080	0.080	0.020	0.123
harris6D	0.080	0.080	0.040	0.123
harris6D	0.080	0.080	0.060	0.123
harris6D	0.080	0.080	0.080	0.123
